station_name,wigos_station_identifier,wigos_station_identifier,facility_type,latitude,longitude,elevation,barometer_height,territory_name,WMO Region,Declared reporting status,Assessed reporting status,Last updated by
MESSINA,0-20000-0-16420,16420,Land (fixed),38.1997222222,15.5488888889,50.5,,Italy,6,Operational,Operational,Piero Serra
REGGIO CALABRIA,0-20000-0-16422,16422,Land (fixed),38.0719444444,15.6536111111,29,,Italy,6,Operational,Operational,Piero Serra
TRAPANI BIRGI,0-20000-0-16429,16429,Land (fixed),37.9141666667,12.4913888889,7.3,,Italy,6,Operational,Operational,Piero Serra
PRIZZI,0-20000-0-16434,16434,Land (fixed),37.7227777778,13.4280555556,1034,,Italy,6,Operational,Partly operational,Piero Serra
SCIACCA,0-20000-0-16436,16436,Land (fixed),37.5136111111,13.1266666667,124,,Italy,6,Operational,Partly operational,Piero Serra
GIBILMANNA,0-20000-0-16442,16442,Land (fixed),37.9908333333,14.0269444444,997,,Italy,6,Operational,Silent,
ENNA,0-20000-0-16450,16450,Land (fixed),37.5680555556,14.2797222222,1000,,Italy,6,Operational,Partly operational,Piero Serra
GELA,0-20000-0-16453,16453,Land (fixed),37.0763888889,14.225,58,,Italy,6,Operational,Operational,Piero Serra
CATANIA SIGONELLA,0-20000-0-16459,16459,Land (fixed),37.4055555556,14.9186111111,24,,Italy,6,Operational,Operational,Piero Serra
CATANIA FONTANAROSSA,0-20000-0-16460,16460,Land (fixed),37.4666666667,15.0638888889,12,,Italy,6,Operational,Operational,Piero Serra
SIRACUSA,0-20000-0-16464,16464,Land (fixed),37.0661111111,15.2794444444,1,,Italy,6,Operational,Operational,Piero Serra
MEZZO GREGORIO,0-20000-0-16465,16465,Land (fixed),36.9658333333,14.9577777778,638,,Italy,6,Operational,Silent,
CAPO SPARTIVENTO,0-20000-0-16469,16469,Land (fixed),37.9258333333,16.0605555556,117,,Italy,6,Operational,Silent,Piero Serra
PANTELLERIA,0-20000-0-16470,16470,Land (fixed),36.8138888889,11.9711111111,191.4,,Italy,6,Operational,Unknown,Piero Serra
COZZO SPADARO,0-20000-0-16480,16480,Land (fixed),36.6861111111,15.1313888889,46,,Italy,6,Operational,Operational,Piero Serra
LAMPEDUSA,0-20000-0-16490,16490,Land (fixed),35.4980555556,12.6183333333,21,,Italy,6,Operational,Operational,Piero Serra
PORTO TORRES,0-20000-0-16504,16504,Land (fixed),40.8391666667,8.4052777778,6,,Italy,6,Operational,Unknown,
ALGHERO,0-20000-0-16520,16520,Land (fixed),40.6311111111,8.2886111111,27,,Italy,6,Operational,Silent,Piero Serra
CAPO CACCIA,0-20000-0-16522,16522,Land (fixed),40.5611111111,8.1630555556,200,,Italy,6,Operational,Operational,Piero Serra
MACOMER SA' CRABARZA,0-20000-0-16524,16524,Land (fixed),40.2555555556,8.7358333333,585,,Italy,6,Operational,Unknown,
OLBIA COSTA SMERALDA,0-20000-0-16531,16531,Land (fixed),40.8986111111,9.5177777778,11,,Italy,6,Operational,Unknown,Piero Serra
CAPO FRASCA,0-20000-0-16539,16539,Land (fixed),39.7411111111,8.4594444444,89,,Italy,6,Operational,Partly operational,Piero Serra
PERDASDEFOGU,0-20000-0-16541,16541,Land (fixed),39.6747222222,9.4430555556,608,,Italy,6,Operational,Operational,Piero Serra
CAPO S. LORENZO (16542-0),0-20000-0-16542,16542,Land (fixed),39.4980555556,9.6294444444,4,,Italy,6,Operational,Operational,Piero Serra
CAPO S. LORENZO (16543-0),0-20000-0-16543,16543,Land (fixed),39.4975,9.6305555556,2,,Italy,6,Operational,Unknown,
DECIMOMANNU,0-20000-0-16546,16546,Land (fixed),39.3461111111,8.9675,29,,Italy,6,Operational,Operational,Piero Serra
CARLOFORTE,0-20000-0-16549,16549,Land (fixed),39.1369444444,8.3113888889,11,,Italy,6,Operational,Unknown,
CAPO BELLAVISTA,0-20000-0-16550,16550,Land (fixed),39.9308333333,9.7130555556,138,,Italy,6,Operational,Operational,Piero Serra
CAGLIARI ELMAS,0-20000-0-16560,16560,Land (fixed),39.2436111111,9.06,4,,Italy,6,Operational,Operational,Piero Serra
CAPO CARBONARA,0-20000-0-16564,16564,Land (fixed),39.1038888889,9.5136111111,116,,Italy,6,Operational,Partly operational,Piero Serra
TEULADA,0-20000-0-16570,16570,Land (fixed),38.9891666667,8.66,50,,Italy,6,Operational,Unknown,
UDINE/RIVOLTO RDS,0-20001-0-16045,16045,Land (fixed),45.9805555556,13.0591666667,50,,Italy,6,Operational,Partly operational,
PRATICA DI MARE RDS,0-20001-0-16245,16245,Land (fixed),41.67,12.4508333333,32,,Italy,6,Operational,Partly operational,
TRAPANI BIRGI RDS,0-20001-0-16429,16429,Land (fixed),37.9141666667,12.4913888889,7.3,,Italy,6,Operational,Partly operational,
DECIMOMANNU RDS,0-20001-0-16546,16546,Land (fixed),39.3461111111,8.9675,29,,Italy,6,Operational,Partly operational,
NALUT,0-20000-0-62002,62002,Land (fixed),31.5144444444,10.5977777777,622,,Libya,1,Operational,Operational,Faraj M ZAYET
ZUARA,0-20000-0-62007,62007,Land (fixed),32.9315,12.099108,4,,Libya,1,Operational,Partly operational,Faraj M ZAYET
YEFREN,0-20000-0-62008,62008,Land (fixed),32.0403,12.3128,690.84,,Libya,1,Operational,Partly operational,Faraj M ZAYET
GARIAN,0-20000-0-62011,62011,Land (fixed),32.092,13.0043,728.9,,Libya,1,Operational,Operational,Faraj M ZAYET
EL KHOMS,0-20000-0-62012,62012,Land (fixed),32.66837,14.24072,25,,Libya,1,Operational,Operational,Faraj M ZAYET
BENWLID,0-20000-0-62014,62014,Land (fixed),31.7405555555,13.9572222222,270.2,,Libya,1,Silent,Unknown,Faraj M ZAYET
MISURATA,0-20000-0-62016,62016,Land (fixed),32.2426,15.0211,33,,Libya,1,Operational,Operational,Faraj M ZAYET
ABU NJAYM,0-20000-0-62018,62018,Land (fixed),30.3552,15.2542,90.48,,Libya,1,Partly operational,Operational,Faraj M ZAYET
SIRTE,0-20000-0-62019,62019,Land (fixed),31.2083333333,16.5719444444,13,,Libya,1,Operational,Operational,Faraj M ZAYET
GHADAMES,0-20000-0-62103,62103,Land (fixed),30.1108333333,9.4905555555,347,,Libya,1,Operational,Partly operational,Faraj M ZAYET
GARIAT EL-SHARGHIA,0-20000-0-62120,62120,Land (fixed),30.3908333333,13.5852777777,497,,Libya,1,Operational,Partly operational,Mohan Abayasekara
EL HAMADA,0-20000-0-62121,62121,Land (fixed),29.5166666667,12.9333333333,,,Libya,1,Silent,Unknown,Faraj M ZAYET
SEBHA,0-20000-0-62124,62124,Land (fixed),27.0166666667,14.45,435,,Libya,1,Operational,Partly operational,Faraj M ZAYET
HON,0-20000-0-62131,62131,Land (fixed),29.1341666666,15.935,267,,Libya,1,Operational,Operational,Faraj M ZAYET
OBARI,0-20000-0-62200,62200,Land (fixed),26.6,12.7833333333,463,,Libya,1,Operational,Partly operational,Faraj M ZAYET
ALGATRON,0-20000-0-62210,62210,Land (fixed),24.5513,14.3475,468,,Libya,1,Silent,Unknown,Faraj M ZAYET
GHAT,0-20000-0-62212,62212,Land (fixed),25.1397222222,10.1511111111,699,,Libya,1,Operational,Partly operational,Faraj M ZAYET
ESSBEEA,0-434-0-62009,62009,Land (fixed),32.3227,13.1018,126.4,,Libya,1,Operational,Operational,Faraj M ZAYET
TRAGEN,0-434-0-62225,62225,Land (fixed),25.9436111111,14.4177777777,468,,Libya,1,Operational,Operational,Faraj M ZAYET
TESSALIT,0-20000-0-61202,61202,Land (fixed),20.2,0.9833333333,494,,Mali,1,Operational,Unknown,Dicko Niamé
LUQA,0-20000-0-16597,16597,Land (fixed),35.85,14.4833333333,91,,Malta,6,Operational,Partly operational,
GUDJA,0-20000-0-16599,16599,Land (fixed),35.85,14.5,78,,Malta,6,Operational,Operational,
TANGER-PORT,0-20000-0-60100,60100,Land (fixed),35.7877777778,-5.8066666667,11,,Morocco,1,Operational,Unknown,MAR NMHS 
TANGER (AERODROME),0-20000-0-60101,60101,Land (fixed),35.72638,-5.9055,14,,Morocco,1,Operational,Operational,Mounir Aziz
LARACHE,0-20000-0-60105,60105,Land (fixed),35.1627777778,-6.1163888889,66,,Morocco,1,Operational,Partly operational,Mounir Aziz
CHEFCHAOUEN,0-20000-0-60106,60106,Land (fixed),35.1725,-5.3130555556,287,,Morocco,1,Operational,Operational,Mounir Aziz
AL HOCEIMA,0-20000-0-60107,60107,Land (fixed),35.1833333333,-3.85,27,,Morocco,1,Operational,Operational,
OUJDA,0-20000-0-60115,60115,Land (fixed),34.7833333333,-1.9333333333,468,,Morocco,1,Operational,Operational,Mounir Aziz
KENITRA,0-20000-0-60120,60120,Land (fixed),34.3002777778,-6.5947222222,4,,Morocco,1,Operational,Operational,Mounir Aziz
TAZA,0-20000-0-60127,60127,Land (fixed),34.2166666667,-4,509,,Morocco,1,Operational,Unknown,MAR NMHS 
TAOURIRT,0-20000-0-60128,60128,Land (fixed),34.3969444444,-2.8980555556,415,,Morocco,1,Operational,Partly operational,MAR NMHS 
RABAT-SALE,0-20000-0-60135,60135,Land (fixed),34.046111,-6.75805,74,,Morocco,1,Operational,Operational,Mounir Aziz
SIDI SLIMANE,0-20000-0-60136,60136,Land (fixed),34.2327777778,-6.0547222222,50,,Morocco,1,Operational,Operational,
FES-SAIS,0-20000-0-60141,60141,Land (fixed),33.9327,-4.975,571,,Morocco,1,Operational,Operational,Mounir Aziz
MOHAMMEDIA,0-20000-0-60146,60146,Land (fixed),33.7166666667,-7.4,4,,Morocco,1,Operational,Operational,MAR NMHS 
MEKNES,0-20000-0-60150,60150,Land (fixed),33.8822222222,-5.5227777778,556,,Morocco,1,Operational,Operational,
Casablanca,0-20000-0-60155,60155,Land (fixed),33.5666666667,-7.6666666667,56,,Morocco,1,Operational,Partly operational,MAR NMHS 
NOUASSEUR,0-20000-0-60156,60156,Land (fixed),33.3666666667,-7.5833333333,200,,Morocco,1,Operational,Operational,Mounir Aziz
IFRANE,0-20000-0-60160,60160,Land (fixed),33.5,-5.1666666667,1664,,Morocco,1,Operational,Operational,
EL JADIDA,0-20000-0-60165,60165,Land (fixed),32.133333,-13.5501,25,,Morocco,1,Operational,Operational,Mounir Aziz
SETTAT,0-20000-0-60177,60177,Land (fixed),32.95,-7.6166666667,408,,Morocco,1,Operational,Operational,MAR NMHS 
KHOURIBGA,0-20000-0-60178,60178,Land (fixed),32.8666666667,-6.9666666667,771,,Morocco,1,Operational,Operational,Mounir Aziz
SAFI,0-20000-0-60185,60185,Land (fixed),32.2833333333,-9.2333333333,43,,Morocco,1,Operational,Partly operational,
KASBA-TADLA,0-20000-0-60190,60190,Land (fixed),32.5333333333,-6.2833333333,507,,Morocco,1,Operational,Partly operational,MAR NMHS 
Beni Mellal Sidi Jaber,0-20000-0-60191,60191,Land (fixed),32.3666666667,-6.4,468,,Morocco,1,Operational,Partly operational,MAR NMHS 
MIDELT,0-20000-0-60195,60195,Land (fixed),32.6833333333,-4.7333333333,1508,,Morocco,1,Operational,Partly operational,MAR NMHS 
BOUARFA,0-20000-0-60200,60200,Land (fixed),32.5666,-1.95,1142,,Morocco,1,Operational,Operational,MAR NMHS 
Errachidia,0-20000-0-60210,60210,Land (fixed),31.9333333333,-4.4,1037,,Morocco,1,Operational,Operational,Mounir Aziz
ESSAOUIRA,0-20000-0-60220,60220,Land (fixed),31.509988,-9.773452,7,,Morocco,1,Operational,Partly operational,Mounir Aziz
TAKERKOUSTE,0-20000-0-60223,60223,Land (fixed),31.0333333333,-8.4833333333,667,,Morocco,1,Operational,Operational,
MARRAKECH,0-20000-0-60230,60230,Land (fixed),31.6166,-8.0333,464,,Morocco,1,Operational,Operational,Mounir Aziz
OUKAIMDEN,0-20000-0-60237,60237,Land (fixed),31.2166666667,-7.9166666667,2680,,Morocco,1,Operational,Unknown,
Agadir,0-20000-0-60250,60250,Land (fixed),30.3833333333,-9.5666666667,18,,Morocco,1,Operational,Operational,MAR NMHS 
Aït Melloul,0-20000-0-60252,60252,Land (fixed),30.3288888889,-9.3994444444,74,,Morocco,1,Operational,Operational,Mounir Aziz
Taroudant,0-20000-0-60253,60253,Land (fixed),30.5,-8.8166666667,264,,Morocco,1,Operational,Operational,Mounir Aziz
OUARZAZATE,0-20000-0-60265,60265,Land (fixed),30.9333333333,-6.9,1136,,Morocco,1,Operational,Operational,
TIZNIT,0-20000-0-60270,60270,Land (fixed),29.6833333333,-9.7333333333,260,,Morocco,1,Operational,Operational,MAR NMHS 
Tétouan,0-20000-0-60318,60318,Land (fixed),35.5927777778,-5.3316666667,4,,Morocco,1,Operational,Operational,Mounir Aziz
NADOR-AROUI,0-20000-0-60340,60340,Land (fixed),34.9833333333,-3.0166666667,178,,Morocco,1,Operational,Operational,
Benslimane,0-504-0-60158,60158,Land (fixed),33.6459,-7.2142,191.1,,Morocco,1,Operational,Operational,Mounir Aziz
Benguerir,0-504-0-60188,60188,Land (fixed),32.1189,-7.8894,430.68,,Morocco,1,Operational,Operational,Mounir Aziz
ESSAOUIRA AERODRME,0-504-0-60222,60222,Land (fixed),31.4011,-9.6833,105.5,,Morocco,1,Operational,Operational,MAR NMHS 
Zagora,0-504-0-60275,60275,Land (fixed),30.265797,-5.850113,733,,Morocco,1,Operational,Operational,MAR NMHS 
Amizmiz,0-504-1-60098,60098,Land (fixed),31.2166,-8.2333,1000,,Morocco,1,Operational,Unknown,MAR NMHS 
Fnideq,0-504-1-60103,60103,Land (fixed),35.8395,-5.3758,54,,Morocco,1,Operational,Unknown,MAR NMHS 
Ouazzane,0-504-1-60109,60109,Land (fixed),34.8063,-5.5914,8,,Morocco,1,Operational,Unknown,MAR NMHS 
Bouizakarne,0-504-1-60110,60110,Land (fixed),29.1768,-9.7804,610,,Morocco,1,Operational,Unknown,MAR NMHS 
Tanger Med,0-504-1-60112,60112,Land (fixed),35.8781,-5.5128,32,,Morocco,1,Operational,Unknown,MAR NMHS 
Assilah,0-504-1-60113,60113,Land (fixed),35.4652,-6.0371,32,,Morocco,1,Operational,Unknown,MAR NMHS 
Ksar El Kebir,0-504-1-60116,60116,Land (fixed),35.0045,-5.9309,119,,Morocco,1,Operational,Partly operational,MAR NMHS 
Mdiq,0-504-1-60117,60117,Land (fixed),35.6824,-5.3199,2,,Morocco,1,Operational,Unknown,MAR NMHS 
Mechra Bel Ksiri,0-504-1-60118,60118,Land (fixed),34.5765,-5.9601,16,,Morocco,1,Operational,Unknown,MAR NMHS 
Ouad Zem,0-504-1-60119,60119,Land (fixed),32.8593,-6.5722,818,,Morocco,1,Operational,Unknown,MAR NMHS 
Fam El Hisn,0-504-1-60123,60123,Land (fixed),29.0117,-8.8967,479,,Morocco,1,Operational,Unknown,MAR NMHS 
Skhirat,0-504-1-60124,60124,Land (fixed),33.8538,-7.0606,50,,Morocco,1,Operational,Unknown,MAR NMHS 
Col Tichka,0-504-1-60126,60126,Land (fixed),31.2966,-7.3666,687,,Morocco,1,Operational,Unknown,MAR NMHS 
Taliouine,0-504-1-60129,60129,Land (fixed),30.5322,-7.9277,1055,,Morocco,1,Operational,Partly operational,MAR NMHS 
Debdou,0-504-1-60131,60131,Land (fixed),33.957,-3.038,957,,Morocco,1,Operational,Unknown,MAR NMHS 
Zaio,0-504-1-60132,60132,Land (fixed),34.9398,-2.7484,185,,Morocco,1,Operational,Unknown,MAR NMHS 
Immouzzer idda outanane,0-504-1-60134,60134,Land (fixed),30.6723,-9.4825,1184,,Morocco,1,Operational,Unknown,MAR NMHS 
Sidi Kacem,0-504-1-60137,60137,Land (fixed),34.230247,-5.723877,50,,Morocco,1,Operational,Unknown,MAR NMHS 
Souk Larbaa Gharb,0-504-1-60138,60138,Land (fixed),34.6885,-6.0131,20,,Morocco,1,Operational,Operational,MAR NMHS 
Jbel Mgoun,0-504-1-60139,60139,Land (fixed),31.04,-6.2166,1790,,Morocco,1,Operational,Unknown,MAR NMHS 
Moulay Idriss Zerhoun,0-504-1-60142,60142,Land (fixed),34.05713,-5.523,640,,Morocco,1,Operational,Unknown,MAR NMHS 
Chtouka Ait Baha,0-504-1-60143,60143,Land (fixed),29.9805,-9.5612,640,,Morocco,1,Operational,Unknown,MAR NMHS 
Taza Hammou Meftah,0-504-1-60144,60144,Land (fixed),34.2296805,-3.9436974,513,,Morocco,1,Operational,Partly operational,MAR NMHS 
Tinghir,0-504-1-60145,60145,Land (fixed),31.5332,-5.6044,1291,,Morocco,1,Operational,Partly operational,MAR NMHS 
Khemisset,0-504-1-60147,60147,Land (fixed),33.82194,-6.080278,461,,Morocco,1,Operational,Operational,MAR NMHS 
Zaida,0-504-1-60148,60148,Land (fixed),32.81,-4.997222,1500,,Morocco,1,Operational,Unknown,MAR NMHS 
Boumia,0-504-1-60149,60149,Land (fixed),31.86667,-5.05,1671,,Morocco,1,Operational,Unknown,MAR NMHS 
El Hajeb,0-504-1-60151,60151,Land (fixed),33.66667,-5.367222,1115,,Morocco,1,Operational,Unknown,MAR NMHS 
Merzouga,0-504-1-60152,60152,Land (fixed),31.3,-4.166667,300,,Morocco,1,Operational,Unknown,MAR NMHS 
Errich,0-504-1-60154,60154,Land (fixed),32.25,-4.5,1328,,Morocco,1,Operational,Unknown,MAR NMHS 
Tit Mellil,0-504-1-60157,60157,Land (fixed),33.5833,-7.45,90,,Morocco,1,Operational,Unknown,MAR NMHS 
El Jebha,0-504-1-60159,60159,Land (fixed),32.20667,-4.665556,0,,Morocco,1,Operational,Unknown,MAR NMHS 
Missour,0-504-1-60161,60161,Land (fixed),33.03361,-4.047778,934,,Morocco,1,Operational,Unknown,MAR NMHS 
Saidia,0-504-1-60162,60162,Land (fixed),35.112,-2.3044,2,,Morocco,1,Operational,Operational,MAR NMHS 
Tendrara,0-504-1-60164,60164,Land (fixed),33.052912,-2.012222,1469,,Morocco,1,Operational,Unknown,MAR NMHS 
Ouled Ghanem,0-504-1-60166,60166,Land (fixed),32.8733,-8.86,25,,Morocco,1,Operational,Unknown,MAR NMHS 
Imouzzer Kandar,0-504-1-60167,60167,Land (fixed),33.71667,-5,1372,,Morocco,1,Operational,Unknown,MAR NMHS 
Moulay Bouselham,0-504-1-60168,60168,Land (fixed),34.8791,-6.28222,15,,Morocco,1,Operational,Unknown,MAR NMHS 
Oulmes,0-504-1-60169,60169,Land (fixed),33.4183,-6.01111,1153,,Morocco,1,Operational,Operational,MAR NMHS 
Sidi Yahya El Gharb,0-504-1-60171,60171,Land (fixed),34.3091,-6.30305,14,,Morocco,1,Operational,Unknown,MAR NMHS 
Sidi Bennour,0-504-1-60172,60172,Land (fixed),32.658,-8.4286,184,,Morocco,1,Operational,Operational,MAR NMHS 
Youssoufia,0-504-1-60173,60173,Land (fixed),32.2672,-8.5325,276,,Morocco,1,Operational,Unknown,MAR NMHS 
Elbrouj,0-504-1-60174,60174,Land (fixed),32.5055,-7.1905,430,,Morocco,1,Operational,Partly operational,MAR NMHS 
Ben Ahmed,0-504-1-60175,60175,Land (fixed),33.0669,-7.2416,620,,Morocco,1,Operational,Unknown,MAR NMHS 
Tamanar,0-504-1-60179,60179,Land (fixed),31.0027,-9.6747,356,,Morocco,1,Operational,Unknown,MAR NMHS 
Jetee My Youssef,0-504-1-60180,60180,Land (fixed),33.6136,-7.606,23,,Morocco,1,Operational,Unknown,MAR NMHS 
Fkih Ben Saleh,0-504-1-60181,60181,Land (fixed),32.5616,-6.6988,451,,Morocco,1,Operational,Unknown,MAR NMHS 
Driouch,0-504-1-60182,60182,Land (fixed),34.9791,-3.39138,276,,Morocco,1,Operational,Unknown,MAR NMHS 
Ribat Al Khir,0-504-1-60183,60183,Land (fixed),33.8133,-4.41861,1120,,Morocco,1,Operational,Unknown,MAR NMHS 
Berkane,0-504-1-60184,60184,Land (fixed),34.9294,-2.3283,163,,Morocco,1,Operational,Unknown,MAR NMHS 
Aknoul,0-504-1-60186,60186,Land (fixed),34.6469,-3.86472,1012,,Morocco,1,Operational,Unknown,MAR NMHS 
Bouiblane,0-504-1-60189,60189,Land (fixed),33.69,-4.1025,2130,,Morocco,1,Operational,Unknown,MAR NMHS 
Goulmima,0-504-1-60193,60193,Land (fixed),31.688,-4.955,1022,,Morocco,1,Operational,Unknown,MAR NMHS 
Guercif,0-504-1-60194,60194,Land (fixed),34.23861,-3.31361,372,,Morocco,1,Operational,Unknown,MAR NMHS 
Imintanout,0-504-1-60196,60196,Land (fixed),31.1777,-8.8475,910,,Morocco,1,Operational,Operational,MAR NMHS 
Jbal Ayachi,0-504-1-60197,60197,Land (fixed),32.5811,-4.5675,2370,,Morocco,1,Operational,Unknown,MAR NMHS 
Kelaat Sraghna,0-504-1-60199,60199,Land (fixed),32.0422,-7.405,481,,Morocco,1,Operational,Silent,MAR NMHS 
Khenifra,0-504-1-60201,60201,Land (fixed),32.9394,-5.668,868,,Morocco,1,Operational,Partly operational,MAR NMHS 
Moulay Ali Cherif,0-504-1-60203,60203,Land (fixed),31.2827,-4.2669,771,,Morocco,1,Operational,Unknown,MAR NMHS 
Mrirt,0-504-1-60204,60204,Land (fixed),33.17083,-5.5638,1113,,Morocco,1,Operational,Unknown,MAR NMHS 
Chichaoua,0-504-1-60205,60205,Land (fixed),31.5416,-8.7666,372,,Morocco,1,Operational,Operational,MAR NMHS 
Tata,0-504-1-60206,60206,Land (fixed),29.74083,-7.97361,723,,Morocco,1,Operational,Operational,MAR NMHS 
Assa,0-504-1-60207,60207,Land (fixed),28.6155,-9.4505,342,,Morocco,1,Operational,Unknown,MAR NMHS 
Sefrou,0-504-1-60211,60211,Land (fixed),33.8138,-4.8466,1060,,Morocco,1,Operational,Unknown,MAR NMHS 
Boulemane,0-504-1-60212,60212,Land (fixed),33.3667,-4.7283,1745,,Morocco,1,Operational,Unknown,MAR NMHS 
Jerrada,0-504-1-60214,60214,Land (fixed),34.3133,-2.1594,1069,,Morocco,1,Operational,Operational,MAR NMHS 
Figuig,0-504-1-60215,60215,Land (fixed),32.10905,-1.2283,879,,Morocco,1,Operational,Unknown,MAR NMHS 
Kelaat Mgouna,0-504-1-60216,60216,Land (fixed),31.2369,-6.1308,1440,,Morocco,1,Operational,Partly operational,MAR NMHS 
Tafraout,0-504-1-60217,60217,Land (fixed),29.6364,-9.0956,887,,Morocco,1,Operational,Partly operational,MAR NMHS 
Tamallalt,0-504-1-60221,60221,Land (fixed),31.8172,-7.5069,620,,Morocco,1,Operational,Unknown,MAR NMHS 
Taounate,0-504-1-60224,60224,Land (fixed),34.5375,-4.6342,602,,Morocco,1,Operational,Unknown,MAR NMHS 
Targuist,0-504-1-60225,60225,Land (fixed),34.9386,-4.3206,1036,,Morocco,1,Operational,Unknown,MAR NMHS 
Zag,0-504-1-60226,60226,Land (fixed),28.0167,-9.2833,400,,Morocco,1,Operational,Partly operational,MAR NMHS 
El Ksiba,0-504-1-60232,60232,Land (fixed),32.0955,-6.01666,1080,,Morocco,1,Operational,Unknown,MAR NMHS 
Talmest,0-504-1-60234,60234,Land (fixed),31.81666,-9.3333,427,,Morocco,1,Operational,Unknown,MAR NMHS 
El Gara,0-504-1-60235,60235,Land (fixed),33.2666,-7.23333,371,,Morocco,1,Operational,Unknown,MAR NMHS 
Ait Daoud,0-504-1-60236,60236,Land (fixed),31.08333,-9.35,351,,Morocco,1,Operational,Unknown,MAR NMHS 
Berrechid,0-504-1-60238,60238,Land (fixed),33.2672,-7.5831,216,,Morocco,1,Operational,Unknown,MAR NMHS 
Azemmour,0-504-1-60239,60239,Land (fixed),33.295556,-8.330833,13,,Morocco,1,Operational,Unknown,Mounir Aziz
Zaouiat Cheikh,0-504-1-60241,60241,Land (fixed),32.6842,-5.8814,722,,Morocco,1,Operational,Partly operational,MAR NMHS 
Oulad Ayad,0-504-1-60242,60242,Land (fixed),32.2003,-6.7981,478,,Morocco,1,Operational,Unknown,MAR NMHS 
Zemamra,0-504-1-60243,60243,Land (fixed),32.625,-8.7025,173,,Morocco,1,Operational,Unknown,MAR NMHS 
Lakhssas,0-504-1-60245,60245,Land (fixed),29.3594,-9.7546,925,,Morocco,1,Operational,Unknown,MAR NMHS 
Toubkal,0-504-1-60246,60246,Land (fixed),30.9928,-7.8164,1730,,Morocco,1,Operational,Unknown,MAR NMHS 
Karia Ba Mohamed,0-504-1-60247,60247,Land (fixed),34.3666,-5.2,160,,Morocco,1,Operational,Unknown,MAR NMHS 
Aoulouz,0-504-1-60248,60248,Land (fixed),29.88222,-8.442777,683,,Morocco,1,Operational,Unknown,MAR NMHS 
Anza,0-504-1-60254,60254,Land (fixed),30.4342,-9.6422,50,,Morocco,1,Operational,Unknown,MAR NMHS 
Arfoud,0-504-1-60255,60255,Land (fixed),31.4336,-4.2322,828,,Morocco,1,Operational,Unknown,MAR NMHS 
Azilal,0-504-1-60258,60258,Land (fixed),31.9568,-6.5587,1385,,Morocco,1,Operational,Operational,MAR NMHS 
Oulad Teima,0-504-1-60271,60271,Land (fixed),30.51222,-9.34833,138,,Morocco,1,Operational,Unknown,MAR NMHS 
Ain Bni Mathar,0-504-1-60282,60282,Land (fixed),34.2425,-2.02688,936,,Morocco,1,Operational,Unknown,MAR NMHS 
Talsint,0-504-1-60283,60283,Land (fixed),32.5333,-3.43333,1356,,Morocco,1,Operational,Unknown,MAR NMHS 
Bouanane,0-504-1-60293,60293,Land (fixed),32.03333,-3.03333,871,,Morocco,1,Operational,Unknown,MAR NMHS 
Thar Essouk,0-504-1-60297,60297,Land (fixed),34.65,-4.2666,522,,Morocco,1,Operational,Unknown,MAR NMHS 
Selouane,0-504-1-60298,60298,Land (fixed),35.170833,-3.08805,62,,Morocco,1,Operational,Unknown,MAR NMHS 
Imzouren,0-504-1-60299,60299,Land (fixed),35.1333,-3.83333,41,,Morocco,1,Operational,Unknown,MAR NMHS 
Akka,0-504-1-60301,60301,Land (fixed),29.391944,-8.25777,540,,Morocco,1,Operational,Unknown,MAR NMHS 
Bab Berred,0-504-1-60303,60303,Land (fixed),34.996111,-4.89527,1017,,Morocco,1,Operational,Unknown,MAR NMHS 
Bir Anzarane,0-504-1-60304,60304,Land (fixed),29.1758,-9.7094,630,,Morocco,1,Operational,Unknown,MAR NMHS 
Tafrant,0-504-1-60305,60305,Land (fixed),34.61666,-5.116666,299,,Morocco,1,Operational,Operational,MAR NMHS 
Tiflet,0-504-1-60306,60306,Land (fixed),33.894166,-6.3222,35,,Morocco,1,Operational,Operational,MAR NMHS 
Ourika,0-504-1-60308,60308,Land (fixed),31.366666,-7.8,886,,Morocco,1,Operational,Unknown,MAR NMHS 
Ait Ourir,0-504-1-60309,60309,Land (fixed),31.55,-7.6667,936,,Morocco,1,Operational,Unknown,MAR NMHS 
Bni Ansar,0-504-1-60312,60312,Land (fixed),35.267,-2.9252,3,,Morocco,1,Operational,Unknown,MAR NMHS 
El Aioun Sidi Mellouk,0-504-1-60313,60313,Land (fixed),34.83083,-2.638333,977,,Morocco,1,Operational,Unknown,MAR NMHS 
Barrage Bentachfine,0-504-1-60314,60314,Land (fixed),29.8825,-9.55722,170,,Morocco,1,Operational,Unknown,MAR NMHS 
Taznakht,0-504-1-60315,60315,Land (fixed),30.72555,-7.220833,145,,Morocco,1,Operational,Unknown,MAR NMHS 
Agdz,"0-504-1-60316,0-504-0-60316",60316,Land (fixed),30.686388,-6.55944,942,,Morocco,1,Operational,Unknown,Mounir Aziz
Foum Zguid,0-504-1-60317,60317,Land (fixed),30.08805,-6.87472,700,,Morocco,1,Operational,Unknown,MAR NMHS 
BILMA,0-20000-0-61017,61017,Land (fixed),18.6833333333,12.9166666667,355,,Niger,1,Operational,Partly operational,Jémilatou Abdoulaye
CABO CARVOEIRO,0-20000-0-08530,08530,Land (fixed),39.35,-9.4,32,,Portugal,6,Operational,Unknown,Ricardo João Ratola Capela Deus
